vals
5189.5
7591.67
2468.11
8353.58
16479.28
9035.75
5395.68
7409.54
4921
5937.36
6316.46
5693.5
8821.22
12580.79
5051.38
11321.21
9000.19
7930.45
8345.29
5906.77
5594.14
7052.59
6526.29
5458.81
5600.09
9863.62
9176.29
3525.56
7560.66
5237.34
7513.81
10283.58
7072.8
5614.27
6514.49
5123.27
10000
5137.27
8476.82
9227.8
6540.98
8209.42
991.84
9502.56
5986.5
6279.51
7672.1
5203.76
5000
4863.28
5844.5
7341.56
5201.95
11576.58
9630.75
9663.47
26463.86
5199.21
11327.39
6346.5
5981.5
5370.18
5275.09
9427.37
7167.53
5476.29
11913.04
6228.49
16482.91
10299.65
6467.21
11459.68
7103.83
8763.49
6375
5419.5
16596.67
6297.62
6840.82
10404.66
8468.06
7026.42
13343.95
11897.64
4503.31
4561.79
5860.14
28464.91
3937.22
8176.47
9909.68
7252
4538.85
5898.5
4239.13
9137.11
8560.71
21323
7316.47
6839.51
6352.94
6651.44
8267.15
4733.12
6139.24
6880.06
14886.03
4892
9863.62
11386
9383.86
5931.55
4525.62
5592.66
24561
13912.31
6122.45
4346.15
10582.52
5653.95
4960.63
8992.81
5586.78
5113.64
7450
7071.87
7472.4
18604.65
9136.99
4587.24
7187.85
14549.13
3771.43
3593
10727.23
12504.39
6710.12
8787.44
15296.11
5905.86
6837.22
9716.48
9090
7972.28
5612.1
4611.11
4462.69
6548.4
5052.94
5915.25
5341.02
6083.73
4263.23
22381.09
7434.21
8461.9
6794.87
6264.37
26500
8646.62
10724.73
8518.16
43860.86
6027.37
10111.23
10992.91
5041.17
4404.76
4798.08
8422.36
8772.61
5501.62
10377.83
6571.43
4134.99
5764.92
6850.26
15501.94
6999.44
5511.84
10284.11
7688.52
4674.25
7320.14
14229.19
6721.44
8684.21
5351.39
10330.82
11321.21
7134.15
13470.51
4242.94
9598.13
5133.05
11321.21
16673.25
4910.1
3800
34920
8985.73
9000
6579.55
4100
27577.26
5369.45
10500.64
7596
9285.8
10629.16
24580
7082.03
10411.45
6466.67
7574.29
4844.04
11037.04
6905.42
6251.48
7865.38
6315.79
5098
3152.17
4611.84
11271.02
6750.44
7551.53
5790.12
5938.6
4603.49
5331.72
13707.45
10666.78
5124.58
7977.21
11955.59
8560.71
6200
7533.26
6928.57
6704.23
7038.37
17838.61
14842.5
8343.51
4629.93
6700
6048.72
8315.48
5469.01
4035.69
5577.19
6440.86
5415.2
17741.94
4975
15250.38
6986.3
5471.66
10642.86
7906.24
8796.25
6108.07
6976.74
4453.94
5163.34
6718.4
7738.85
10324.58
12664.34
6274.13
6062.28
4227.27
7534.11
5695.23
6262.68
7519.6
4270.27
4155.84
7272.06
4525.26
5171.58
6480.52
9313.73
8556.5
6559.11
4576.47
5805.97
6822.9
5668.92
9602.18
9193.07
9056.6
6704.59
6917.7
5767.64
5542.48
11638.3
26911.51
17804.52
6621.05
8514.29
11819.6
6678.32
6742.97
3479.02
6781.25
10380.95
5965.58
8381.88
8522.15
6288.89
17983.3
7378.64
6184.64
6880.73
11855.67
7068.37
6463.14
7284.55
7070.47
3097.25
6849.16
4837.46
2983.75
4021.81
8326.93
3929.58
4033.75
4855.79
6720.14
5756.72
6971.1
8157.6
6661.72
6055
6092.21
5973.69
5999.7
3641.3
13805.66
11826.93
9547.12
5784.45
5085.68
6636.58
4879.75
6731.52
7529.61
6906.19
3545.02
4830.92
13590.67
6459.86
4153.85
4655.89
7573.45
6654.44
3904.38
16406.25
14130.43
7562.35
4487.5
5960
5018.64
5929.89
5739.21
10090.98
3363.79
7906.83
3971.29
5124.58
7169.54
13166.67
7388.06
4750
9536.38
7052.95
8199.4
4955.31
5682.93
7233.71
6791.17
5688.16
7588.54
9002.2
11458.33
5049.87
9565.22
11183.1
5893.47
14898.67
10385.3
8251.68
4111.05
6966.11
6889.96
15453.78
10404.66
11758.5
11788.81
9614.46
11590.2
7071.35
6044.16
4726.03
7114.14
7022.27
7157.18
7035.76
14246.95
7750.42
6822.78
5999.47
6843.75
5656.65
5210.53
11200
12517.48
16108.85
8628.78
13490
5656.53
3088.24
5797.1
7236.36
6271.25
8309.04
9221.21
13333.33
2972.7
6485.08
4577.98
6279.36
9693.25
4501.35
6901.59
8024.39
8783.42
4989.54
5819.83
6330.01
6872.09
7568.46
5900
7695.63
2923.98
10875.3
2960.53
5254.31
5151.9
8007.49
4698.64
7500.72
7525.13
9288.77
16631.81
13412.7
5945.72
6182.43
7373.03
10986.05
6441.2
3883.12
4241.07
4201.8
4142.86
5864.44
6003.22
4722.22
3802.28
6025.16
5878.38
3845.96
9151.38
5086.21
8043.48
4001.4
7929.74
5408.47
4392.52
12638.14
6744.71
6140.81
9337.07
3786.6
5291.78
6958.06
6575.45
6086.96
13842.61
5379.07
3594.2
5688.07
6393.94
5048.91
4330
7581.53
5239.69
3364.86
7696.46
5855.16
5476.19
8000
9622.75
7543.5
7695.69
7268.77
6310.03
6625.88
7090.93
5060.24
4081.97
10312.5
8268.32
4338.24
5296.75
3645.3
5977.47
6491.09
3753.62
7964.7
13361.25
6107.41
12396.69
7350
9025.97
5237.34
11500
5915.58
4466.07
3745.5
12439.02
8568
10232.04
19966.67
4272.33
8874.35
3417.91
9500
6419.64
8731.68
26111.11
5042.77
5033.56
7796.88
3565.56
8969.14
7024.79
10914.94
7025.1
6421.34
7660.17
3961.27
3857.34
8260.31
8902.75
5877.32
4836.07
5994.85
6438.71
7513.81
5439.39
9000
6504.22
4231.14
7229.81
18547.3
7357.89
6701.96
4054.93
8536.76
5933.33
4527.53
3648.39
4109.69
5219.78
8770.27
6642.24
6901.22
6585.57
3639.71
6863.46
5611.26
5713.64
5891.25
15394.91
7053.46
6943.9
5190.78
6190.56
